model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day,model_key_clean,fuel_clean,paint_color_clean
Renault,70495,85,diesel,brown,estate,False,True,False,False,False,False,True,119,Renault,diesel,brown
Peugeot,104424,100,diesel,grey,estate,True,True,False,False,False,False,True,110,Peugeot,diesel,grey
Peugeot,55722,105,diesel,blue,estate,True,True,False,False,False,False,True,132,Peugeot,diesel,blue
Audi,226944,190,diesel,blue,estate,True,True,True,False,True,False,True,139,Audi,diesel,blue
Renault,240159,135,diesel,white,estate,True,True,False,False,True,False,True,118,Renault,diesel,white
Citroën,89158,135,diesel,black,estate,True,True,False,True,True,True,True,140,Citroën,diesel,black
Peugeot,184496,100,diesel,blue,estate,False,False,False,False,False,False,True,102,Peugeot,diesel,blue
Renault,63121,85,diesel,grey,estate,False,True,False,False,False,False,True,112,Renault,diesel,grey
Peugeot,168356,100,diesel,green,estate,False,True,True,False,False,False,True,84,Peugeot,diesel,others
Citroën,158402,135,diesel,grey,estate,False,True,False,False,True,True,True,117,Citroën,diesel,grey
Citroën,205081,135,diesel,white,estate,False,True,False,False,False,False,True,112,Citroën,diesel,white
Peugeot,204952,105,diesel,black,estate,False,True,False,False,True,False,True,106,Peugeot,diesel,black
Peugeot,251669,100,diesel,grey,estate,True,True,False,False,False,False,True,85,Peugeot,diesel,grey
Audi,99296,100,diesel,black,estate,False,True,False,False,True,False,True,135,Audi,diesel,black
Renault,212165,135,diesel,brown,estate,False,True,False,False,True,False,True,121,Renault,diesel,brown
Peugeot,229437,100,diesel,grey,estate,True,True,True,False,False,False,True,77,Peugeot,diesel,grey
Audi,237376,173,diesel,grey,estate,True,True,False,False,True,False,True,81,Audi,diesel,grey
Citroën,188634,130,diesel,black,estate,True,True,True,False,True,False,True,92,Citroën,diesel,black
Renault,206283,135,diesel,black,estate,False,True,False,False,True,False,True,119,Renault,diesel,black
Citroën,152018,119,diesel,black,estate,True,True,False,False,True,True,True,112,Citroën,diesel,black
BMW,174944,150,petrol,grey,estate,True,True,False,False,True,False,True,108,BMW,petrol,grey
Citroën,171877,120,diesel,black,estate,False,False,True,False,False,False,False,125,Citroën,diesel,black
Audi,106404,160,diesel,black,estate,False,True,False,False,False,False,True,141,Audi,diesel,black
Peugeot,162021,90,diesel,black,estate,False,False,False,False,False,False,True,62,Peugeot,diesel,black
Renault,75783,140,diesel,black,estate,True,True,False,False,True,False,True,166,Renault,diesel,black
Renault,120756,135,petrol,grey,estate,False,True,False,False,True,False,True,97,Renault,petrol,grey
Renault,171292,135,diesel,grey,estate,True,True,False,False,True,True,True,128,Renault,diesel,grey
Renault,153715,120,diesel,black,estate,True,True,False,False,True,False,True,124,Renault,diesel,black
Audi,111132,160,diesel,black,estate,True,True,False,False,True,True,True,130,Audi,diesel,black
Citroën,176029,120,diesel,blue,estate,True,True,False,False,False,False,True,109,Citroën,diesel,blue
Renault,128764,120,diesel,blue,estate,True,True,True,False,False,False,True,111,Renault,diesel,blue
Peugeot,130884,100,diesel,black,estate,True,False,False,False,False,False,True,106,Peugeot,diesel,black
Citroën,123405,135,diesel,black,estate,True,True,False,False,True,True,True,130,Citroën,diesel,black
Renault,124114,120,diesel,blue,estate,True,True,True,False,False,False,True,126,Renault,diesel,blue
Peugeot,168833,105,diesel,black,estate,False,True,True,False,False,True,True,110,Peugeot,diesel,black
Citroën,113733,135,diesel,grey,estate,False,False,False,False,False,False,True,96,Citroën,diesel,grey
Peugeot,159209,100,diesel,grey,estate,True,True,False,False,False,False,True,75,Peugeot,diesel,grey
Peugeot,155492,100,diesel,black,estate,True,True,False,False,False,False,True,106,Peugeot,diesel,black
Peugeot,157577,105,diesel,white,estate,False,True,True,False,True,False,True,114,Peugeot,diesel,white
Renault,180626,135,diesel,black,estate,False,True,False,False,True,True,True,125,Renault,diesel,black
Audi,213067,190,diesel,blue,estate,False,False,False,False,False,False,True,114,Audi,diesel,blue
Citroën,117442,125,petrol,grey,estate,False,True,True,False,True,False,True,111,Citroën,petrol,grey
Peugeot,121770,105,diesel,white,estate,False,True,False,False,False,False,True,114,Peugeot,diesel,white
Citroën,101156,135,diesel,white,estate,False,True,False,False,False,False,False,122,Citroën,diesel,white
Citroën,277172,120,diesel,black,estate,True,True,False,False,False,False,True,73,Citroën,diesel,black
Citroën,127956,135,diesel,white,estate,False,False,False,False,False,False,False,96,Citroën,diesel,white
BMW,157955,190,petrol,black,estate,True,True,False,False,True,False,True,122,BMW,petrol,black
Renault,179630,85,diesel,black,estate,False,True,True,False,False,False,True,99,Renault,diesel,black
Citroën,167102,120,diesel,black,estate,True,True,False,False,False,False,True,107,Citroën,diesel,black
Peugeot,148894,100,diesel,black,estate,True,True,False,False,False,False,True,100,Peugeot,diesel,black
Peugeot,65462,105,diesel,black,estate,True,True,False,False,False,False,True,98,Peugeot,diesel,black
Renault,109651,135,diesel,brown,estate,True,True,True,False,True,False,True,142,Renault,diesel,brown
Renault,271459,100,diesel,blue,estate,True,False,False,False,False,False,True,35,Renault,diesel,blue
Citroën,169732,120,diesel,blue,estate,False,True,False,False,True,False,True,121,Citroën,diesel,blue
Audi,107195,190,diesel,grey,estate,True,True,False,False,True,True,True,145,Audi,diesel,grey
Citroën,280226,110,diesel,grey,estate,False,True,False,False,True,False,True,50,Citroën,diesel,grey
Renault,196475,85,diesel,blue,estate,False,True,False,False,True,True,True,92,Renault,diesel,blue
Citroën,122160,135,diesel,silver,estate,True,False,False,False,False,False,True,120,Citroën,diesel,silver
Citroën,194982,135,diesel,white,estate,False,True,False,False,False,False,True,110,Citroën,diesel,white
Peugeot,154038,100,diesel,brown,estate,False,True,False,False,True,False,True,101,Peugeot,diesel,brown
Renault,55517,85,diesel,grey,estate,False,True,False,False,False,False,True,106,Renault,diesel,grey
Citroën,146490,120,diesel,white,estate,True,False,False,False,True,False,True,118,Citroën,diesel,white
Audi,136951,190,diesel,red,estate,False,True,False,True,False,True,True,168,Audi,diesel,red
Peugeot,136751,105,diesel,brown,estate,False,True,True,False,True,True,True,115,Peugeot,diesel,brown
Renault,145045,120,diesel,black,estate,True,True,False,False,True,True,True,117,Renault,diesel,black
Renault,226224,85,diesel,grey,estate,True,True,False,False,False,False,True,93,Renault,diesel,grey
Renault,165472,135,diesel,grey,estate,True,True,False,False,True,False,True,122,Renault,diesel,grey
Renault,158341,120,diesel,grey,estate,True,True,False,False,False,False,True,109,Renault,diesel,grey
PGO,152862,190,diesel,white,estate,True,True,True,False,True,True,True,138,PGO,diesel,white
Citroën,195889,120,diesel,black,estate,True,True,False,False,False,False,True,111,Citroën,diesel,black
Citroën,79351,135,diesel,grey,estate,True,True,True,True,True,True,True,127,Citroën,diesel,grey
Citroën,236157,135,diesel,blue,estate,False,False,False,False,False,False,True,83,Citroën,diesel,blue
Peugeot,181952,85,diesel,grey,estate,True,False,False,False,False,False,True,60,Peugeot,diesel,grey
Peugeot,176054,105,diesel,white,estate,True,True,True,False,False,False,True,120,Peugeot,diesel,white
Audi,208092,160,diesel,black,estate,True,True,True,False,True,True,True,129,Audi,diesel,black
Audi,122370,100,diesel,grey,estate,True,True,False,False,True,False,True,132,Audi,diesel,grey
Peugeot,195075,90,diesel,silver,estate,False,True,True,False,False,False,True,61,Peugeot,diesel,silver
Renault,119515,135,diesel,grey,estate,False,True,False,False,True,False,True,141,Renault,diesel,grey
Peugeot,93702,105,diesel,silver,estate,False,False,False,False,False,False,False,127,Peugeot,diesel,silver
Renault,139890,120,diesel,grey,estate,True,True,False,False,True,False,True,123,Renault,diesel,grey
Citroën,167954,120,diesel,black,estate,False,False,False,False,False,False,True,69,Citroën,diesel,black
Peugeot,101005,105,diesel,silver,estate,False,False,False,False,True,False,True,84,Peugeot,diesel,silver
Citroën,200508,122,diesel,black,estate,False,True,False,False,True,True,True,97,Citroën,diesel,black
Audi,198941,180,diesel,grey,estate,True,True,True,False,True,False,True,132,Audi,diesel,grey
Audi,124643,230,diesel,grey,estate,True,True,True,False,False,False,True,165,Audi,diesel,grey
Citroën,201714,122,diesel,black,estate,False,True,False,False,True,False,True,109,Citroën,diesel,black
Peugeot,150739,105,diesel,black,estate,False,True,False,False,True,False,True,114,Peugeot,diesel,black
Citroën,53159,135,diesel,grey,estate,False,True,False,False,False,False,False,96,Citroën,diesel,grey
Citroën,154203,135,diesel,white,estate,False,False,False,False,False,True,True,108,Citroën,diesel,white
Peugeot,193416,105,diesel,black,estate,False,True,False,False,True,False,True,105,Peugeot,diesel,black
Citroën,195524,122,diesel,black,estate,True,False,False,False,True,False,True,106,Citroën,diesel,black
Audi,156934,190,diesel,black,estate,True,True,False,True,True,False,True,154,Audi,diesel,black
Peugeot,202533,100,diesel,black,estate,False,True,False,False,False,True,True,103,Peugeot,diesel,black
Renault,86899,85,diesel,blue,estate,False,False,False,False,False,False,False,77,Renault,diesel,blue
Citroën,159229,120,diesel,brown,estate,False,True,False,False,True,False,True,118,Citroën,diesel,brown
Audi,257223,230,diesel,grey,estate,True,True,True,True,True,True,True,141,Audi,diesel,grey
Renault,144295,135,diesel,black,estate,True,True,True,True,True,True,True,115,Renault,diesel,black
Audi,99561,190,diesel,grey,estate,True,True,True,True,True,False,True,171,Audi,diesel,grey
Audi,137757,160,diesel,black,estate,True,True,False,True,True,True,True,154,Audi,diesel,black
Citroën,131121,135,diesel,black,estate,False,True,False,False,True,False,True,128,Citroën,diesel,black
PGO,247305,170,diesel,black,estate,True,False,False,False,False,False,True,74,PGO,diesel,black
Peugeot,172193,105,diesel,blue,estate,False,False,False,False,False,False,True,102,Peugeot,diesel,blue
Peugeot,200734,105,diesel,black,estate,False,True,False,False,True,False,True,112,Peugeot,diesel,black
Renault,186501,120,diesel,blue,estate,True,True,False,False,False,False,True,114,Renault,diesel,blue
Renault,153987,135,diesel,black,estate,False,True,False,False,True,True,True,132,Renault,diesel,black
Peugeot,129294,100,diesel,brown,estate,False,True,False,False,False,False,True,97,Peugeot,diesel,brown
Audi,261240,150,diesel,black,estate,True,True,True,False,True,True,True,119,Audi,diesel,black
Renault,128219,135,diesel,white,estate,True,True,True,False,True,True,True,129,Renault,diesel,white
Peugeot,185424,105,diesel,blue,estate,False,True,False,False,False,False,True,97,Peugeot,diesel,blue
Renault,186382,120,diesel,silver,estate,True,True,False,False,False,False,True,114,Renault,diesel,silver
Citroën,157416,135,diesel,black,estate,False,True,False,False,True,True,True,109,Citroën,diesel,black
Citroën,171792,135,diesel,white,estate,False,True,False,False,True,True,True,117,Citroën,diesel,white
Peugeot,152402,105,diesel,silver,estate,False,True,False,False,False,False,True,114,Peugeot,diesel,silver
Peugeot,86539,95,petrol,black,estate,True,False,False,False,True,False,True,60,Peugeot,petrol,black
Renault,130671,140,diesel,blue,estate,True,True,False,True,True,False,True,132,Renault,diesel,blue
Citroën,156321,120,diesel,brown,estate,True,True,False,False,False,False,True,115,Citroën,diesel,brown
Peugeot,173701,100,diesel,black,estate,False,True,False,False,False,False,True,110,Peugeot,diesel,black
Peugeot,179240,105,diesel,silver,estate,False,True,True,False,False,True,True,106,Peugeot,diesel,silver
Audi,110058,230,diesel,grey,estate,True,True,True,True,True,False,True,148,Audi,diesel,grey
Citroën,129214,120,diesel,blue,estate,False,True,False,False,True,False,True,105,Citroën,diesel,blue
Citroën,132589,135,diesel,grey,estate,True,True,False,False,False,False,True,112,Citroën,diesel,grey
Peugeot,207196,105,diesel,blue,estate,False,True,False,True,False,False,True,102,Peugeot,diesel,blue
Citroën,148475,120,diesel,brown,estate,False,False,False,False,False,False,False,103,Citroën,diesel,brown
Renault,190806,135,diesel,white,estate,True,True,False,False,True,False,True,141,Renault,diesel,white
Citroën,181976,120,diesel,blue,estate,True,True,False,False,True,True,True,97,Citroën,diesel,blue
Peugeot,198531,100,diesel,silver,estate,False,True,False,False,False,False,True,91,Peugeot,diesel,silver
Citroën,284984,110,diesel,grey,estate,True,False,False,False,True,False,True,35,Citroën,diesel,grey
Citroën,179203,122,diesel,black,estate,False,True,False,False,True,False,True,120,Citroën,diesel,black
Renault,139012,135,diesel,grey,estate,True,True,False,False,True,True,True,127,Renault,diesel,grey
Citroën,167347,135,diesel,grey,estate,False,False,False,False,True,False,True,115,Citroën,diesel,grey
Citroën,209591,122,diesel,blue,estate,True,True,False,False,True,False,True,111,Citroën,diesel,blue
Citroën,202580,130,diesel,black,estate,True,False,False,False,False,False,True,88,Citroën,diesel,black
Renault,165331,135,diesel,black,estate,True,True,True,False,True,True,True,120,Renault,diesel,black
Audi,111060,190,diesel,blue,estate,True,True,True,False,True,True,True,139,Audi,diesel,blue
Renault,232842,135,diesel,black,estate,True,True,True,False,True,True,True,112,Renault,diesel,black
Citroën,166671,122,diesel,white,estate,True,True,False,False,True,False,True,111,Citroën,diesel,white
Peugeot,170185,100,diesel,white,estate,False,False,False,False,False,True,True,102,Peugeot,diesel,white
Peugeot,166841,100,diesel,blue,estate,True,True,False,False,False,False,True,104,Peugeot,diesel,blue
Renault,165222,85,diesel,black,estate,False,True,False,False,False,False,True,109,Renault,diesel,black
Renault,145014,135,diesel,black,estate,True,True,False,True,True,True,True,136,Renault,diesel,black
Renault,136924,140,diesel,black,estate,True,True,False,False,True,True,True,139,Renault,diesel,black
Audi,232732,150,diesel,grey,estate,True,True,True,False,True,False,True,120,Audi,diesel,grey
Audi,99012,190,diesel,grey,estate,False,True,True,False,True,True,True,173,Audi,diesel,grey
Audi,196511,155,diesel,blue,estate,True,True,False,False,True,False,True,124,Audi,diesel,blue
Citroën,101974,135,diesel,grey,estate,False,False,False,False,False,False,True,122,Citroën,diesel,grey
Peugeot,153228,100,diesel,grey,estate,True,True,False,False,False,False,True,105,Peugeot,diesel,grey
BMW,157554,180,petrol,grey,estate,True,True,False,False,True,False,True,120,BMW,petrol,grey
Peugeot,216973,90,diesel,black,estate,True,True,False,False,False,False,True,65,Peugeot,diesel,black
Citroën,122263,122,diesel,black,estate,True,True,False,False,True,False,True,114,Citroën,diesel,black
Citroën,175444,135,diesel,black,estate,False,True,False,False,False,False,True,101,Citroën,diesel,black
Audi,181186,105,diesel,grey,estate,False,True,False,False,True,False,True,127,Audi,diesel,grey
Peugeot,85188,100,diesel,brown,estate,True,True,False,False,False,False,True,123,Peugeot,diesel,brown
Citroën,164299,120,diesel,black,estate,False,False,False,False,False,True,True,86,Citroën,diesel,black
Citroën,175647,135,diesel,white,estate,False,True,True,True,True,False,True,114,Citroën,diesel,white
Peugeot,98200,100,diesel,black,estate,False,True,False,False,False,False,True,118,Peugeot,diesel,black
Renault,159844,135,diesel,black,estate,True,True,True,False,True,False,True,131,Renault,diesel,black
Citroën,80929,135,diesel,black,estate,True,True,False,True,True,True,True,133,Citroën,diesel,black
Citroën,204930,122,diesel,white,estate,True,True,False,False,True,False,True,112,Citroën,diesel,white
Renault,135538,120,diesel,grey,estate,True,True,False,False,True,False,True,117,Renault,diesel,grey
Audi,178947,190,diesel,grey,estate,True,True,True,True,True,False,True,128,Audi,diesel,grey
Peugeot,178723,105,diesel,black,estate,False,True,False,False,False,False,True,94,Peugeot,diesel,black
Citroën,114698,120,diesel,silver,estate,False,True,False,False,False,True,True,134,Citroën,diesel,silver
Renault,165114,120,diesel,grey,estate,True,True,True,False,True,False,True,128,Renault,diesel,grey
Citroën,81401,135,diesel,blue,estate,False,True,False,False,True,True,True,121,Citroën,diesel,blue
Peugeot,131640,105,diesel,black,estate,False,False,False,False,True,True,True,104,Peugeot,diesel,black
Renault,183563,135,diesel,white,estate,False,True,False,False,True,True,True,135,Renault,diesel,white
Renault,184850,135,diesel,grey,estate,False,True,False,True,True,False,True,146,Renault,diesel,grey
PGO,170820,190,diesel,black,estate,True,True,False,False,True,True,True,142,PGO,diesel,black
Renault,121982,137,petrol,grey,estate,True,True,True,False,True,True,True,104,Renault,petrol,grey
Citroën,189441,120,diesel,silver,estate,True,True,False,False,True,True,True,122,Citroën,diesel,silver
Peugeot,168930,105,diesel,white,estate,False,True,False,False,True,True,True,108,Peugeot,diesel,white
Peugeot,222246,100,diesel,brown,estate,True,True,False,False,True,False,True,97,Peugeot,diesel,brown
Peugeot,163066,100,diesel,black,estate,False,True,False,False,False,False,True,106,Peugeot,diesel,black
Peugeot,83190,100,petrol,blue,estate,True,True,False,False,False,False,True,80,Peugeot,petrol,blue
Citroën,173262,135,diesel,blue,estate,False,True,False,False,True,False,True,109,Citroën,diesel,blue
Renault,160403,135,diesel,grey,estate,False,True,False,False,True,False,True,127,Renault,diesel,grey
Citroën,127234,120,diesel,blue,estate,False,True,False,False,False,True,True,114,Citroën,diesel,blue
Peugeot,216231,100,diesel,grey,estate,True,True,False,False,False,False,True,98,Peugeot,diesel,grey
Citroën,208363,120,diesel,red,estate,False,True,False,False,True,True,True,106,Citroën,diesel,red
Peugeot,229327,100,diesel,grey,estate,True,True,True,False,False,False,True,78,Peugeot,diesel,grey
BMW,59468,180,petrol,blue,estate,True,True,False,False,False,False,True,151,BMW,petrol,blue
Citroën,128511,135,diesel,black,estate,False,True,False,True,True,True,True,122,Citroën,diesel,black
Renault,136729,135,diesel,black,estate,False,True,False,False,True,False,True,140,Renault,diesel,black
Peugeot,125857,105,diesel,white,estate,True,True,True,False,True,True,True,120,Peugeot,diesel,white
Renault,141739,135,diesel,black,estate,False,True,False,False,True,False,True,135,Renault,diesel,black
Renault,188567,135,diesel,black,estate,False,True,False,False,True,False,True,127,Renault,diesel,black
PGO,178928,180,diesel,black,estate,True,True,False,False,True,True,True,106,PGO,diesel,black
Citroën,103360,120,diesel,white,estate,True,True,False,False,True,True,True,123,Citroën,diesel,white
Audi,105150,220,diesel,blue,estate,True,True,True,False,True,False,True,133,Audi,diesel,blue
Renault,171472,135,diesel,grey,estate,True,True,False,False,False,False,True,123,Renault,diesel,grey
Citroën,184223,120,diesel,white,estate,False,True,False,False,False,True,True,111,Citroën,diesel,white
Renault,194223,120,diesel,grey,estate,True,True,False,False,False,False,True,106,Renault,diesel,grey
Citroën,161003,135,diesel,black,estate,False,True,False,False,True,True,True,117,Citroën,diesel,black
Audi,105880,160,diesel,black,estate,False,True,False,False,False,False,True,150,Audi,diesel,black
Renault,152942,85,diesel,black,estate,False,True,False,False,False,False,True,102,Renault,diesel,black
Renault,153439,140,diesel,white,estate,True,True,False,True,True,False,True,148,Renault,diesel,white
Renault,142522,120,diesel,grey,estate,True,True,False,False,False,False,True,118,Renault,diesel,grey
Citroën,142056,120,diesel,grey,estate,False,True,False,False,False,True,True,120,Citroën,diesel,grey
Peugeot,131697,105,diesel,grey,estate,False,True,True,False,False,False,True,120,Peugeot,diesel,grey
Audi,121880,190,diesel,grey,estate,True,True,True,False,True,True,True,150,Audi,diesel,grey
Renault,151859,85,diesel,grey,estate,False,True,False,False,False,False,True,77,Renault,diesel,grey
Citroën,193202,120,diesel,black,estate,False,False,False,False,False,False,False,113,Citroën,diesel,black
Citroën,168748,120,diesel,grey,estate,True,True,False,False,True,True,True,114,Citroën,diesel,grey
Citroën,274948,135,diesel,grey,estate,True,True,False,False,False,False,True,103,Citroën,diesel,grey
Audi,136647,230,diesel,beige,estate,True,True,True,True,False,True,True,169,Audi,diesel,beige
Audi,268025,155,diesel,black,estate,True,True,False,False,False,False,True,69,Audi,diesel,black
Audi,210139,150,diesel,grey,estate,False,True,False,False,True,False,True,117,Audi,diesel,grey
Renault,210769,135,diesel,black,estate,True,True,False,False,False,False,True,135,Renault,diesel,black
Renault,81603,85,diesel,black,estate,True,True,False,False,False,False,True,85,Renault,diesel,black
Peugeot,183743,100,diesel,blue,estate,False,True,False,False,False,False,True,102,Peugeot,diesel,blue
Peugeot,154764,105,diesel,black,estate,False,False,False,False,False,False,True,103,Peugeot,diesel,black
Audi,162672,100,diesel,blue,estate,True,True,False,False,True,False,True,123,Audi,diesel,blue
Citroën,151443,120,diesel,black,estate,False,True,False,False,True,False,True,103,Citroën,diesel,black
Renault,53899,120,diesel,black,estate,True,True,False,False,True,False,True,146,Renault,diesel,black
Renault,183623,140,diesel,black,estate,False,True,True,False,True,False,True,132,Renault,diesel,black
Citroën,137418,135,diesel,blue,estate,True,True,True,False,False,True,True,121,Citroën,diesel,blue
Renault,70494,120,diesel,black,estate,True,True,False,False,False,False,True,122,Renault,diesel,black
Citroën,172089,122,diesel,blue,estate,False,True,False,False,True,True,True,110,Citroën,diesel,blue
Renault,110194,120,diesel,grey,estate,True,True,False,False,True,False,True,115,Renault,diesel,grey
Renault,103413,135,diesel,grey,estate,True,True,False,False,True,True,True,134,Renault,diesel,grey
Renault,162245,135,diesel,grey,estate,False,True,False,False,True,False,True,114,Renault,diesel,grey
Audi,87625,190,diesel,blue,estate,True,True,False,False,False,False,True,142,Audi,diesel,blue
Citroën,156308,120,diesel,brown,estate,False,True,False,False,False,False,True,81,Citroën,diesel,brown
Renault,196729,135,diesel,blue,estate,True,True,False,False,True,False,True,112,Renault,diesel,blue
Peugeot,177012,105,diesel,black,estate,True,True,False,False,True,True,True,108,Peugeot,diesel,black
Peugeot,76286,100,diesel,grey,estate,True,True,True,False,True,False,True,114,Peugeot,diesel,grey
Peugeot,134174,100,diesel,grey,estate,False,True,False,False,False,True,True,106,Peugeot,diesel,grey
Citroën,278612,120,diesel,black,estate,True,True,False,False,False,False,True,65,Citroën,diesel,black
Audi,183971,160,diesel,grey,estate,True,True,False,True,True,False,True,116,Audi,diesel,grey
Renault,165872,135,diesel,brown,estate,True,True,False,False,True,True,True,136,Renault,diesel,brown
Peugeot,171661,105,diesel,grey,estate,False,True,False,False,False,False,True,106,Peugeot,diesel,grey
Citroën,176490,120,diesel,black,estate,False,True,False,False,True,False,True,123,Citroën,diesel,black
Citroën,258707,120,diesel,grey,estate,True,False,False,False,False,True,True,65,Citroën,diesel,grey
Citroën,130868,110,diesel,grey,estate,True,False,False,False,False,False,True,76,Citroën,diesel,grey
Peugeot,149521,100,diesel,blue,estate,False,True,False,False,False,False,True,100,Peugeot,diesel,blue
Renault,65786,120,diesel,blue,estate,True,True,False,False,True,False,True,130,Renault,diesel,blue
Citroën,128590,120,diesel,black,estate,True,True,False,False,False,True,True,120,Citroën,diesel,black
Audi,171609,100,diesel,black,estate,True,True,False,False,True,False,True,114,Audi,diesel,black
Citroën,186955,135,diesel,blue,estate,True,True,False,False,False,False,True,110,Citroën,diesel,blue
Renault,152513,120,diesel,black,estate,True,True,False,True,True,False,True,135,Renault,diesel,black
Audi,223394,155,diesel,black,estate,True,True,False,True,True,False,True,122,Audi,diesel,black
Citroën,99078,135,diesel,grey,estate,True,True,False,False,False,False,True,113,Citroën,diesel,grey
Peugeot,35987,105,diesel,white,estate,False,True,False,False,True,True,True,132,Peugeot,diesel,white
Renault,132445,135,diesel,brown,estate,True,True,True,False,True,False,True,142,Renault,diesel,brown
Peugeot,228545,100,diesel,silver,estate,True,False,False,False,False,False,True,70,Peugeot,diesel,silver
Peugeot,49335,110,diesel,blue,estate,True,True,False,False,False,False,True,141,Peugeot,diesel,blue
Audi,180232,155,diesel,brown,estate,True,True,True,True,False,False,True,130,Audi,diesel,brown
Renault,135805,120,diesel,grey,estate,True,True,False,False,False,False,True,122,Renault,diesel,grey
Citroën,177606,120,diesel,grey,estate,True,True,False,False,False,False,True,108,Citroën,diesel,grey
Citroën,129596,120,diesel,black,estate,True,True,False,False,False,False,True,115,Citroën,diesel,black
Renault,150071,120,diesel,black,estate,False,False,True,False,False,False,True,117,Renault,diesel,black
Citroën,141775,135,diesel,brown,estate,False,False,False,False,False,False,True,103,Citroën,diesel,brown
Audi,133061,160,diesel,black,estate,True,True,True,True,True,False,True,132,Audi,diesel,black
Citroën,120833,120,diesel,black,estate,False,True,False,True,True,True,True,128,Citroën,diesel,black
Peugeot,174140,105,diesel,grey,estate,False,True,False,False,False,False,True,69,Peugeot,diesel,grey
Peugeot,194482,105,diesel,black,estate,False,True,False,False,False,False,True,103,Peugeot,diesel,black
Renault,118375,135,diesel,grey,estate,False,True,False,False,False,False,True,114,Renault,diesel,grey
Renault,72457,120,diesel,black,estate,True,True,False,False,True,False,True,144,Renault,diesel,black
Peugeot,183339,100,diesel,blue,estate,False,True,False,False,False,False,True,102,Peugeot,diesel,blue
Peugeot,126284,100,diesel,black,estate,True,True,False,False,False,True,True,103,Peugeot,diesel,black
Peugeot,99110,100,diesel,blue,estate,False,True,False,False,False,False,True,106,Peugeot,diesel,blue
Renault,201584,130,diesel,black,estate,True,True,True,False,True,False,True,89,Renault,diesel,black
Audi,223995,155,diesel,black,estate,True,True,False,True,True,False,True,122,Audi,diesel,black
Renault,258439,100,diesel,blue,estate,True,False,False,False,False,False,True,44,Renault,diesel,blue
Peugeot,220580,100,diesel,blue,estate,True,True,False,False,False,False,True,80,Peugeot,diesel,blue
Peugeot,183572,100,diesel,blue,estate,False,True,False,False,False,False,True,82,Peugeot,diesel,blue
Citroën,195407,120,diesel,blue,estate,True,True,True,False,False,True,True,91,Citroën,diesel,blue
BMW,202367,160,diesel,white,estate,False,True,False,False,True,True,True,158,BMW,diesel,white
Citroën,204840,130,diesel,silver,estate,False,False,False,False,False,False,True,71,Citroën,diesel,silver
Renault,100274,120,diesel,blue,estate,True,True,False,False,False,False,True,116,Renault,diesel,blue
Renault,173109,120,diesel,grey,estate,True,True,False,False,False,False,True,110,Renault,diesel,grey
Peugeot,61495,100,diesel,black,estate,False,True,False,False,False,False,True,118,Peugeot,diesel,black
Renault,119534,120,diesel,grey,estate,True,True,False,False,True,False,True,130,Renault,diesel,grey
Renault,94462,85,diesel,silver,estate,True,True,True,False,False,False,True,104,Renault,diesel,silver
Citroën,65034,160,diesel,blue,estate,True,False,False,False,True,False,True,145,Citroën,diesel,blue
Peugeot,91909,100,diesel,white,estate,True,True,False,False,True,True,True,105,Peugeot,diesel,white
Peugeot,165464,100,diesel,blue,estate,True,True,False,False,False,False,True,100,Peugeot,diesel,blue
Peugeot,159820,100,diesel,grey,estate,True,True,False,False,False,False,True,71,Peugeot,diesel,grey
Peugeot,171446,100,diesel,blue,estate,False,True,False,False,False,False,True,79,Peugeot,diesel,blue
Citroën,157318,120,diesel,black,estate,False,True,False,False,True,False,True,103,Citroën,diesel,black
Renault,182266,135,diesel,grey,estate,False,True,False,False,True,False,True,122,Renault,diesel,grey
Renault,134645,120,diesel,grey,estate,True,True,True,False,False,False,True,117,Renault,diesel,grey
Audi,147903,105,diesel,brown,estate,True,True,False,False,False,False,True,124,Audi,diesel,brown
Audi,163267,100,diesel,black,estate,True,True,True,False,False,False,True,122,Audi,diesel,black
Audi,269832,120,diesel,silver,estate,True,False,True,False,False,False,True,65,Audi,diesel,silver
Peugeot,159878,100,diesel,black,estate,True,True,False,False,False,False,True,106,Peugeot,diesel,black
Peugeot,155079,105,diesel,black,estate,False,True,False,False,False,False,True,112,Peugeot,diesel,black
Peugeot,230784,100,diesel,black,estate,False,False,False,False,True,False,True,71,Peugeot,diesel,black
Audi,178224,110,diesel,blue,estate,True,True,False,False,True,False,True,117,Audi,diesel,blue
Peugeot,46133,100,diesel,brown,estate,True,True,False,False,True,False,True,142,Peugeot,diesel,brown
Renault,163452,120,diesel,grey,estate,True,True,True,False,False,False,True,114,Renault,diesel,grey
Peugeot,91300,105,diesel,grey,estate,False,False,False,False,False,False,True,124,Peugeot,diesel,grey
Citroën,105784,120,diesel,grey,estate,False,False,False,False,False,False,True,112,Citroën,diesel,grey
Citroën,103090,135,diesel,blue,estate,True,True,True,True,False,False,True,114,Citroën,diesel,blue
Citroën,181878,120,diesel,black,estate,True,True,False,False,True,False,True,114,Citroën,diesel,black
Renault,130419,120,diesel,blue,estate,True,True,True,False,False,False,True,124,Renault,diesel,blue
Peugeot,44136,110,diesel,grey,estate,True,True,False,False,False,True,True,128,Peugeot,diesel,grey
